,recency,frequency,monetary,RecenciaCluster,FrequenciaCluster,monetaryCluster,Score,Seguimento
5036,80,1,25.9,1,0,0,1,Inativo
5037,116,1,189.0,1,0,0,1,Inativo
5038,116,1,109.8,1,0,0,1,Inativo
5039,115,1,189.0,1,0,0,1,Inativo
5040,116,1,143.2,1,0,0,1,Inativo
5041,115,1,220.7,1,0,0,1,Inativo
5042,116,1,180.3,1,0,0,1,Inativo
5043,116,1,213.9,1,0,0,1,Inativo
5044,115,1,164.7,1,0,0,1,Inativo
5045,116,1,123.8,1,0,0,1,Inativo
5046,115,1,267.6,1,0,0,1,Inativo
5047,115,1,74.0,1,0,0,1,Inativo
5048,116,1,280.7,1,0,0,1,Inativo
5049,115,1,152.0,1,0,0,1,Inativo
5050,116,1,257.0,1,0,0,1,Inativo
5051,116,1,146.6,1,0,0,1,Inativo
5052,115,1,274.5,1,0,0,1,Inativo
5053,116,1,76.9,1,0,0,1,Inativo
5054,116,1,56.9,1,0,0,1,Inativo
5055,116,1,168.0,1,0,0,1,Inativo
5056,116,1,94.6,1,0,0,1,Inativo
5057,116,1,109.8,1,0,0,1,Inativo
5058,116,1,254.8,1,0,0,1,Inativo
5059,116,1,282.7,1,0,0,1,Inativo
5060,115,1,262.96,1,0,0,1,Inativo
5061,116,1,154.86,1,0,0,1,Inativo
5062,115,1,195.8,1,0,0,1,Inativo
5063,116,1,139.0,1,0,0,1,Inativo
5064,116,1,257.0,1,0,0,1,Inativo
5065,115,1,65.8,1,0,0,1,Inativo
5066,116,1,236.3,1,0,0,1,Inativo
5067,115,1,54.9,1,0,0,1,Inativo
5068,115,1,49.41,1,0,0,1,Inativo
5069,115,1,169.0,1,0,0,1,Inativo
5070,115,1,150.0,1,0,0,1,Inativo
5071,116,1,51.21,1,0,0,1,Inativo
5072,116,1,74.0,1,0,0,1,Inativo
5073,115,1,301.23,1,0,0,1,Inativo
5074,80,1,56.9,1,0,0,1,Inativo
5075,115,1,180.3,1,0,0,1,Inativo
5076,115,1,54.9,1,0,0,1,Inativo
5077,115,1,54.9,1,0,0,1,Inativo
5078,115,1,203.24,1,0,0,1,Inativo
5079,115,1,195.8,1,0,0,1,Inativo
5080,115,1,222.9,1,0,0,1,Inativo
5081,115,1,109.8,1,0,0,1,Inativo
5082,115,1,164.7,1,0,0,1,Inativo
5083,80,1,25.9,1,0,0,1,Inativo
5084,115,1,54.9,1,0,0,1,Inativo
5085,114,1,143.5,1,0,0,1,Inativo
5086,114,1,220.7,1,0,0,1,Inativo
5087,114,1,254.8,1,0,0,1,Inativo
5088,114,1,260.7,1,0,0,1,Inativo
5089,114,1,109.8,1,0,0,1,Inativo
5090,80,1,72.2,1,0,0,1,Inativo
5091,114,1,76.9,1,0,0,1,Inativo
5092,114,1,76.9,1,0,0,1,Inativo
5093,114,1,62.7,1,0,0,1,Inativo
5094,114,1,54.9,1,0,0,1,Inativo
5095,114,1,139.0,1,0,0,1,Inativo
5096,114,1,146.3,1,0,0,1,Inativo
5097,114,1,189.6,1,0,0,1,Inativo
5098,114,1,88.6,1,0,0,1,Inativo
5099,114,1,195.8,1,0,0,1,Inativo
5100,114,1,200.9,1,0,0,1,Inativo
5101,114,1,257.0,1,0,0,1,Inativo
5102,114,1,93.5,1,0,0,1,Inativo
5103,114,1,76.9,1,0,0,1,Inativo
5104,114,1,127.64,1,0,0,1,Inativo
5105,114,1,125.1,1,0,0,1,Inativo
5106,80,1,7.8,1,0,0,1,Inativo
5107,114,1,92.0,1,0,0,1,Inativo
5108,114,1,220.7,1,0,0,1,Inativo
5109,114,1,208.2,1,0,0,1,Inativo
5110,114,1,65.8,1,0,0,1,Inativo
5111,114,1,74.0,1,0,0,1,Inativo
5112,114,1,183.8,1,0,0,1,Inativo
5113,115,1,139.0,1,0,0,1,Inativo
5114,115,1,257.0,1,0,0,1,Inativo
5115,80,1,240.5,1,0,0,1,Inativo
5116,115,1,54.9,1,0,0,1,Inativo
5117,115,1,261.6,1,0,0,1,Inativo
5118,115,1,252.5,1,0,0,1,Inativo
5119,115,1,109.8,1,0,0,1,Inativo
5120,115,1,149.7,1,0,0,1,Inativo
5121,115,1,54.9,1,0,0,1,Inativo
5122,115,1,54.9,1,0,0,1,Inativo
5123,115,1,220.7,1,0,0,1,Inativo
5124,115,1,219.6,1,0,0,1,Inativo
5125,115,1,135.7,1,0,0,1,Inativo
5126,115,1,86.9,1,0,0,1,Inativo
5127,115,1,213.9,1,0,0,1,Inativo
5128,115,1,269.5,1,0,0,1,Inativo
5129,115,1,220.7,1,0,0,1,Inativo
5130,115,1,146.0,1,0,0,1,Inativo
5131,115,1,65.8,1,0,0,1,Inativo
5132,79,1,25.9,1,0,0,1,Inativo
5133,115,1,66.6,1,0,0,1,Inativo
5134,115,1,76.9,1,0,0,1,Inativo
5135,115,1,65.8,1,0,0,1,Inativo
5136,115,1,133.2,1,0,0,1,Inativo
5137,115,1,29.8,1,0,0,1,Inativo
5138,115,1,148.0,1,0,0,1,Inativo
5139,114,1,146.0,1,0,0,1,Inativo
5140,114,1,219.6,1,0,0,1,Inativo
5141,79,1,83.1,1,0,0,1,Inativo
5142,114,1,74.0,1,0,0,1,Inativo
5143,114,1,76.9,1,0,0,1,Inativo
5144,114,1,258.9,1,0,0,1,Inativo
5145,114,1,277.85,1,0,0,1,Inativo
5146,114,1,296.0,1,0,0,1,Inativo
5147,114,1,220.7,1,0,0,1,Inativo
5148,114,1,169.0,1,0,0,1,Inativo
5149,114,1,121.7,1,0,0,1,Inativo
5150,114,1,54.9,1,0,0,1,Inativo
5151,80,1,7.8,1,0,0,1,Inativo
5152,114,1,165.8,1,0,0,1,Inativo
5153,114,1,51.8,1,0,0,1,Inativo
5154,114,1,197.64,1,0,0,1,Inativo
5155,114,1,185.6,1,0,0,1,Inativo
5156,114,1,7.8,1,0,0,1,Inativo
5157,114,1,49.41,1,0,0,1,Inativo
5158,114,1,157.0,1,0,0,1,Inativo
5159,114,1,188.5,1,0,0,1,Inativo
5160,114,1,133.6,1,0,0,1,Inativo
5161,79,1,12.9,1,0,0,1,Inativo
5162,114,1,76.9,1,0,0,1,Inativo
5163,114,1,216.5,1,0,0,1,Inativo
5164,114,1,93.32,1,0,0,1,Inativo
5165,114,1,169.0,1,0,0,1,Inativo
5166,114,1,62.7,1,0,0,1,Inativo
5167,114,1,142.7,1,0,0,1,Inativo
5168,114,1,189.0,1,0,0,1,Inativo
5169,114,1,250.7,1,0,0,1,Inativo
5170,114,1,176.8,1,0,0,1,Inativo
5171,80,1,189.0,1,0,0,1,Inativo
5172,114,1,74.4,1,0,0,1,Inativo
5173,114,1,194.5,1,0,0,1,Inativo
5174,114,1,48.48,1,0,0,1,Inativo
5175,114,1,73.6,1,0,0,1,Inativo
5176,114,1,164.7,1,0,0,1,Inativo
5177,114,1,146.8,1,0,0,1,Inativo
5178,114,1,161.6,1,0,0,1,Inativo
5179,114,1,109.8,1,0,0,1,Inativo
5180,114,1,111.8,1,0,0,1,Inativo
5181,80,1,139.0,1,0,0,1,Inativo
5182,114,1,70.5,1,0,0,1,Inativo
5183,114,1,53.57,1,0,0,1,Inativo
5184,114,1,137.8,1,0,0,1,Inativo
5185,114,1,257.0,1,0,0,1,Inativo
5186,113,1,139.0,1,0,0,1,Inativo
5187,113,1,147.4,1,0,0,1,Inativo
5188,113,1,70.5,1,0,0,1,Inativo
5189,113,1,85.5,1,0,0,1,Inativo
5190,113,1,33.4,1,0,0,1,Inativo
5191,113,1,76.9,1,0,0,1,Inativo
5192,79,1,294.5,1,0,0,1,Inativo
5193,113,1,258.9,1,0,0,1,Inativo
5194,113,1,122.3,1,0,0,1,Inativo
5195,113,1,76.9,1,0,0,1,Inativo
5196,113,1,54.9,1,0,0,1,Inativo
5197,113,1,76.9,1,0,0,1,Inativo
5198,113,1,33.55,1,0,0,1,Inativo
5199,113,1,135.7,1,0,0,1,Inativo
5200,113,1,258.9,1,0,0,1,Inativo
5201,114,1,65.8,1,0,0,1,Inativo
5202,114,1,77.95,1,0,0,1,Inativo
5203,114,1,230.7,1,0,0,1,Inativo
5204,114,1,76.9,1,0,0,1,Inativo
5205,114,1,54.9,1,0,0,1,Inativo
5206,114,1,125.1,1,0,0,1,Inativo
5207,113,1,123.8,1,0,0,1,Inativo
5208,79,1,86.22,1,0,0,1,Inativo
5209,114,1,292.0,1,0,0,1,Inativo
5210,113,1,131.8,1,0,0,1,Inativo
5211,114,1,154.2,1,0,0,1,Inativo
5212,113,1,170.9,1,0,0,1,Inativo
5213,113,1,164.02,1,0,0,1,Inativo
5214,113,1,80.8,1,0,0,1,Inativo
5215,113,1,207.0,1,0,0,1,Inativo
5216,113,1,207.0,1,0,0,1,Inativo
5217,79,1,25.9,1,0,0,1,Inativo
5218,113,1,203.8,1,0,0,1,Inativo
5219,113,1,113.7,1,0,0,1,Inativo
5220,113,1,129.7,1,0,0,1,Inativo
5221,113,1,149.7,1,0,0,1,Inativo
5222,113,1,31.2,1,0,0,1,Inativo
5223,113,1,204.6,1,0,0,1,Inativo
5224,113,1,139.0,1,0,0,1,Inativo
5225,113,1,275.0,1,0,0,1,Inativo
5226,113,1,274.5,1,0,0,1,Inativo
5227,113,1,65.8,1,0,0,1,Inativo
5228,113,1,131.8,1,0,0,1,Inativo
5229,113,1,72.9,1,0,0,1,Inativo
5230,113,1,258.01,1,0,0,1,Inativo
5231,113,1,196.8,1,0,0,1,Inativo
5232,113,1,41.4,1,0,0,1,Inativo
5233,113,1,65.8,1,0,0,1,Inativo
5234,113,1,93.32,1,0,0,1,Inativo
5235,113,1,197.64,1,0,0,1,Inativo
5236,79,1,48.06,1,0,0,1,Inativo
5237,113,1,92.0,1,0,0,1,Inativo
5238,113,1,198.1,1,0,0,1,Inativo
5239,113,1,156.95,1,0,0,1,Inativo
5240,113,1,207.0,1,0,0,1,Inativo
5241,113,1,127.8,1,0,0,1,Inativo
5242,113,1,291.33,1,0,0,1,Inativo
5243,113,1,139.0,1,0,0,1,Inativo
5244,113,1,23.4,1,0,0,1,Inativo
5245,113,1,74.0,1,0,0,1,Inativo
5246,113,1,159.7,1,0,0,1,Inativo
5247,113,1,109.8,1,0,0,1,Inativo
5248,113,1,229.2,1,0,0,1,Inativo
5249,113,1,101.8,1,0,0,1,Inativo
5250,113,1,108.1,1,0,0,1,Inativo
5251,113,1,145.3,1,0,0,1,Inativo
5252,113,1,83.8,1,0,0,1,Inativo
5253,113,1,131.8,1,0,0,1,Inativo
5254,113,1,182.4,1,0,0,1,Inativo
5255,80,1,242.6,1,0,0,1,Inativo
5256,113,1,76.9,1,0,0,1,Inativo
5257,113,1,127.8,1,0,0,1,Inativo
5258,113,1,213.8,1,0,0,1,Inativo
5259,113,1,272.27,1,0,0,1,Inativo
5260,113,1,220.7,1,0,0,1,Inativo
5261,113,1,86.9,1,0,0,1,Inativo
5262,113,1,210.0,1,0,0,1,Inativo
5263,113,1,164.7,1,0,0,1,Inativo
5264,113,1,143.9,1,0,0,1,Inativo
5265,113,1,234.0,1,0,0,1,Inativo
5266,79,1,139.1,1,0,0,1,Inativo
5267,113,1,76.9,1,0,0,1,Inativo
5268,113,1,94.9,1,0,0,1,Inativo
5269,113,1,171.8,1,0,0,1,Inativo
5270,113,1,98.7,1,0,0,1,Inativo
5271,113,1,88.3,1,0,0,1,Inativo
5272,113,1,166.7,1,0,0,1,Inativo
5273,113,1,143.2,1,0,0,1,Inativo
5274,113,1,74.0,1,0,0,1,Inativo
5275,113,1,88.3,1,0,0,1,Inativo
5276,113,1,117.6,1,0,0,1,Inativo
5277,113,1,91.7,1,0,0,1,Inativo
5278,113,1,84.7,1,0,0,1,Inativo
5279,113,1,117.4,1,0,0,1,Inativo
5280,113,1,208.4,1,0,0,1,Inativo
5281,113,1,221.6,1,0,0,1,Inativo
5282,112,1,123.8,1,0,0,1,Inativo
5283,113,1,149.7,1,0,0,1,Inativo
5284,112,1,262.0,1,0,0,1,Inativo
5285,80,1,91.3,1,0,0,1,Inativo
5286,112,1,72.1,1,0,0,1,Inativo
5287,112,1,109.8,1,0,0,1,Inativo
5288,112,1,58.8,1,0,0,1,Inativo
5289,112,1,237.8,1,0,0,1,Inativo
5290,112,1,305.36,1,0,0,1,Inativo
5291,112,1,54.9,1,0,0,1,Inativo
5292,112,1,83.8,1,0,0,1,Inativo
5293,112,1,189.0,1,0,0,1,Inativo
5294,112,1,82.9,1,0,0,1,Inativo
5295,79,1,202.9,1,0,0,1,Inativo
5296,112,1,204.6,1,0,0,1,Inativo
5297,112,1,65.8,1,0,0,1,Inativo
5298,112,1,194.8,1,0,0,1,Inativo
5299,112,1,76.9,1,0,0,1,Inativo
5300,112,1,257.0,1,0,0,1,Inativo
5301,112,1,182.6,1,0,0,1,Inativo
5302,112,1,75.05,1,0,0,1,Inativo
5303,112,1,125.8,1,0,0,1,Inativo
5304,112,1,100.3,1,0,0,1,Inativo
5305,112,1,66.6,1,0,0,1,Inativo
5306,112,1,258.9,1,0,0,1,Inativo
5307,112,1,147.68,1,0,0,1,Inativo
5308,112,1,220.7,1,0,0,1,Inativo
5309,112,1,157.0,1,0,0,1,Inativo
5310,79,1,96.9,1,0,0,1,Inativo
5311,112,1,65.8,1,0,0,1,Inativo
5312,112,1,65.8,1,0,0,1,Inativo
5313,112,1,173.9,1,0,0,1,Inativo
5314,112,1,150.4,1,0,0,1,Inativo
5315,112,1,65.8,1,0,0,1,Inativo
5316,112,1,109.8,1,0,0,1,Inativo
5317,112,1,109.8,1,0,0,1,Inativo
5318,112,1,156.3,1,0,0,1,Inativo
5319,112,1,124.25,1,0,0,1,Inativo
5320,79,1,218.53,1,0,0,1,Inativo
5321,112,1,125.8,1,0,0,1,Inativo
5322,112,1,237.6,1,0,0,1,Inativo
5323,112,1,189.0,1,0,0,1,Inativo
5324,112,1,157.0,1,0,0,1,Inativo
5325,112,1,275.0,1,0,0,1,Inativo
5326,112,1,232.73,1,0,0,1,Inativo
5327,112,1,269.8,1,0,0,1,Inativo
5328,112,1,104.8,1,0,0,1,Inativo
5329,112,1,213.8,1,0,0,1,Inativo
5330,112,1,149.8,1,0,0,1,Inativo
5331,80,1,56.9,1,0,0,1,Inativo
5332,112,1,215.4,1,0,0,1,Inativo
5333,112,1,94.9,1,0,0,1,Inativo
5334,112,1,125.8,1,0,0,1,Inativo
5335,112,1,109.8,1,0,0,1,Inativo
5336,112,1,153.5,1,0,0,1,Inativo
5337,112,1,76.9,1,0,0,1,Inativo
5338,112,1,143.8,1,0,0,1,Inativo
5339,112,1,149.9,1,0,0,1,Inativo
5340,112,1,219.6,1,0,0,1,Inativo
5341,112,1,164.7,1,0,0,1,Inativo
5342,112,1,100.3,1,0,0,1,Inativo
5343,112,1,230.6,1,0,0,1,Inativo
5344,112,1,187.6,1,0,0,1,Inativo
5345,112,1,150.9,1,0,0,1,Inativo
5346,112,1,197.4,1,0,0,1,Inativo
5347,112,1,59.6,1,0,0,1,Inativo
5348,112,1,164.7,1,0,0,1,Inativo
5349,112,1,109.8,1,0,0,1,Inativo
5350,112,1,74.0,1,0,0,1,Inativo
5351,112,1,155.8,1,0,0,1,Inativo
5352,112,1,183.9,1,0,0,1,Inativo
5353,112,1,182.7,1,0,0,1,Inativo
5354,112,1,94.9,1,0,0,1,Inativo
5355,79,1,12.9,1,0,0,1,Inativo
5356,80,1,7.8,1,0,0,1,Inativo
5357,79,1,58.9,1,0,0,1,Inativo
5358,79,1,56.9,1,0,0,1,Inativo
5359,79,1,212.7,1,0,0,1,Inativo
5360,80,1,88.32,1,0,0,1,Inativo
5361,79,1,12.9,1,0,0,1,Inativo
5362,79,1,25.9,1,0,0,1,Inativo
5363,80,1,96.9,1,0,0,1,Inativo
5364,111,1,297.6,1,0,0,1,Inativo
5365,110,1,37.6,1,0,0,1,Inativo
5366,110,1,76.9,1,0,0,1,Inativo
5367,110,1,188.7,1,0,0,1,Inativo
5368,79,1,58.9,1,0,0,1,Inativo
5369,110,1,76.9,1,0,0,1,Inativo
5370,110,1,81.85,1,0,0,1,Inativo
5371,110,1,230.7,1,0,0,1,Inativo
5372,110,1,86.9,1,0,0,1,Inativo
5373,110,1,65.8,1,0,0,1,Inativo
5374,110,1,76.9,1,0,0,1,Inativo
5375,110,1,54.9,1,0,0,1,Inativo
5376,110,1,163.8,1,0,0,1,Inativo
5377,110,1,133.2,1,0,0,1,Inativo
5378,110,1,135.17,1,0,0,1,Inativo
5379,80,1,207.0,1,0,0,1,Inativo
5380,110,1,49.15,1,0,0,1,Inativo
5381,110,1,54.9,1,0,0,1,Inativo
5382,110,1,112.7,1,0,0,1,Inativo
5383,110,1,44.34,1,0,0,1,Inativo
5384,110,1,131.24,1,0,0,1,Inativo
5385,110,1,76.9,1,0,0,1,Inativo
5386,110,1,76.9,1,0,0,1,Inativo
5387,79,1,56.9,1,0,0,1,Inativo
5388,110,1,80.8,1,0,0,1,Inativo
5389,110,1,109.8,1,0,0,1,Inativo
5390,112,1,105.2,1,0,0,1,Inativo
5391,112,1,123.62,1,0,0,1,Inativo
5392,112,1,50.0,1,0,0,1,Inativo
5393,80,1,7.8,1,0,0,1,Inativo
5394,111,1,166.7,1,0,0,1,Inativo
5395,111,1,164.7,1,0,0,1,Inativo
5396,111,1,54.9,1,0,0,1,Inativo
5397,111,1,76.9,1,0,0,1,Inativo
5398,110,1,76.9,1,0,0,1,Inativo
5399,111,1,257.0,1,0,0,1,Inativo
5400,110,1,102.8,1,0,0,1,Inativo
5401,109,1,54.9,1,0,0,1,Inativo
5402,111,1,219.6,1,0,0,1,Inativo
5403,109,1,193.9,1,0,0,1,Inativo
5404,111,1,104.8,1,0,0,1,Inativo
5405,109,1,292.0,1,0,0,1,Inativo
5406,111,1,189.0,1,0,0,1,Inativo
5407,109,1,50.0,1,0,0,1,Inativo
5408,109,1,130.0,1,0,0,1,Inativo
5409,111,1,76.9,1,0,0,1,Inativo
5410,111,1,169.0,1,0,0,1,Inativo
5411,79,1,115.8,1,0,0,1,Inativo
5412,109,1,78.3,1,0,0,1,Inativo
5413,109,1,220.7,1,0,0,1,Inativo
5414,111,1,66.6,1,0,0,1,Inativo
5415,111,1,164.7,1,0,0,1,Inativo
5416,111,1,76.9,1,0,0,1,Inativo
5417,111,1,76.9,1,0,0,1,Inativo
5418,111,1,220.7,1,0,0,1,Inativo
5419,111,1,109.8,1,0,0,1,Inativo
5420,111,1,152.7,1,0,0,1,Inativo
5421,111,1,54.9,1,0,0,1,Inativo
5422,111,1,117.6,1,0,0,1,Inativo
5423,111,1,80.0,1,0,0,1,Inativo
5424,111,1,76.9,1,0,0,1,Inativo
5425,111,1,25.9,1,0,0,1,Inativo
5426,111,1,83.3,1,0,0,1,Inativo
5427,111,1,234.8,1,0,0,1,Inativo
5428,111,1,189.0,1,0,0,1,Inativo
5429,79,1,12.9,1,0,0,1,Inativo
5430,111,1,236.3,1,0,0,1,Inativo
5431,111,1,54.9,1,0,0,1,Inativo
5432,111,1,86.9,1,0,0,1,Inativo
5433,111,1,76.9,1,0,0,1,Inativo
5434,109,1,49.9,1,0,0,1,Inativo
5435,109,1,46.9,1,0,0,1,Inativo
5436,109,1,182.6,1,0,0,1,Inativo
5437,109,1,208.7,1,0,0,1,Inativo
5438,109,1,54.9,1,0,0,1,Inativo
5439,109,1,164.7,1,0,0,1,Inativo
5440,80,1,7.8,1,0,0,1,Inativo
5441,109,1,66.6,1,0,0,1,Inativo
5442,109,1,169.0,1,0,0,1,Inativo
5443,109,1,64.8,1,0,0,1,Inativo
5444,109,1,139.0,1,0,0,1,Inativo
5445,109,1,109.8,1,0,0,1,Inativo
5446,109,1,76.9,1,0,0,1,Inativo
5447,109,1,139.0,1,0,0,1,Inativo
5448,109,1,128.7,1,0,0,1,Inativo
5449,108,1,149.7,1,0,0,1,Inativo
5450,108,1,285.0,1,0,0,1,Inativo
5451,79,1,12.9,1,0,0,1,Inativo
5452,108,1,257.0,1,0,0,1,Inativo
5453,109,1,194.9,1,0,0,1,Inativo
5454,108,1,157.86,1,0,0,1,Inativo
5455,109,1,295.9,1,0,0,1,Inativo
5456,108,1,60.74,1,0,0,1,Inativo
5457,109,1,258.9,1,0,0,1,Inativo
5458,108,1,65.8,1,0,0,1,Inativo
5459,108,1,149.7,1,0,0,1,Inativo
5460,108,1,257.0,1,0,0,1,Inativo
5461,79,1,96.9,1,0,0,1,Inativo
5462,108,1,65.8,1,0,0,1,Inativo
5463,108,1,215.9,1,0,0,1,Inativo
5464,109,1,91.7,1,0,0,1,Inativo
5465,108,1,220.7,1,0,0,1,Inativo
5466,109,1,219.6,1,0,0,1,Inativo
5467,109,1,76.9,1,0,0,1,Inativo
5468,109,1,117.6,1,0,0,1,Inativo
5469,108,1,40.04,1,0,0,1,Inativo
5470,80,1,65.86,1,0,0,1,Inativo
5471,108,1,139.0,1,0,0,1,Inativo
5472,109,1,109.8,1,0,0,1,Inativo
5473,108,1,298.5,1,0,0,1,Inativo
5474,108,1,275.6,1,0,0,1,Inativo
5475,108,1,143.2,1,0,0,1,Inativo
5476,108,1,173.9,1,0,0,1,Inativo
5477,108,1,219.23,1,0,0,1,Inativo
5478,108,1,197.4,1,0,0,1,Inativo
5479,108,1,110.6,1,0,0,1,Inativo
5480,108,1,80.8,1,0,0,1,Inativo
5481,79,1,12.9,1,0,0,1,Inativo
5482,108,1,115.8,1,0,0,1,Inativo
5483,108,1,197.64,1,0,0,1,Inativo
5484,108,1,258.9,1,0,0,1,Inativo
5485,109,1,76.9,1,0,0,1,Inativo
5486,109,1,125.9,1,0,0,1,Inativo
5487,109,1,53.67,1,0,0,1,Inativo
5488,109,1,172.5,1,0,0,1,Inativo
5489,109,1,200.7,1,0,0,1,Inativo
5490,80,1,193.8,1,0,0,1,Inativo
5491,109,1,54.9,1,0,0,1,Inativo
5492,109,1,44.6,1,0,0,1,Inativo
5493,109,1,287.6,1,0,0,1,Inativo
5494,109,1,141.8,1,0,0,1,Inativo
5495,109,1,149.7,1,0,0,1,Inativo
5496,109,1,76.9,1,0,0,1,Inativo
5497,109,1,189.0,1,0,0,1,Inativo
5498,109,1,257.0,1,0,0,1,Inativo
5499,109,1,76.9,1,0,0,1,Inativo
5500,79,1,199.53,1,0,0,1,Inativo
5501,109,1,86.9,1,0,0,1,Inativo
5502,108,1,149.2,1,0,0,1,Inativo
5503,107,1,74.0,1,0,0,1,Inativo
5504,107,1,54.9,1,0,0,1,Inativo
5505,108,1,139.0,1,0,0,1,Inativo
5506,107,1,121.5,1,0,0,1,Inativo
5507,108,1,80.8,1,0,0,1,Inativo
5508,80,1,185.7,1,0,0,1,Inativo
5509,107,1,111.4,1,0,0,1,Inativo
5510,108,1,133.6,1,0,0,1,Inativo
5511,108,1,76.9,1,0,0,1,Inativo
5512,107,1,209.6,1,0,0,1,Inativo
5513,106,1,116.7,1,0,0,1,Inativo
5514,108,1,210.4,1,0,0,1,Inativo
5515,108,1,245.22,1,0,0,1,Inativo
5516,106,1,76.9,1,0,0,1,Inativo
5517,108,1,76.9,1,0,0,1,Inativo
5518,106,1,214.43,1,0,0,1,Inativo
5519,79,1,157.0,1,0,0,1,Inativo
5520,106,1,141.03,1,0,0,1,Inativo
5521,108,1,25.9,1,0,0,1,Inativo
5522,106,1,123.8,1,0,0,1,Inativo
5523,108,1,248.8,1,0,0,1,Inativo
5524,106,1,109.8,1,0,0,1,Inativo
5525,107,1,54.9,1,0,0,1,Inativo
5526,107,1,74.0,1,0,0,1,Inativo
5527,107,1,110.3,1,0,0,1,Inativo
5528,106,1,300.0,1,0,0,1,Inativo
5529,106,1,185.94,1,0,0,1,Inativo
5530,107,1,142.7,1,0,0,1,Inativo
5531,106,1,76.9,1,0,0,1,Inativo
5532,106,1,100.62,1,0,0,1,Inativo
5533,106,1,74.0,1,0,0,1,Inativo
5534,106,1,251.94,1,0,0,1,Inativo
5535,107,1,88.3,1,0,0,1,Inativo
5536,107,1,163.8,1,0,0,1,Inativo
5537,106,1,258.9,1,0,0,1,Inativo
5538,106,1,131.8,1,0,0,1,Inativo
5539,80,1,7.8,1,0,0,1,Inativo
5540,106,1,65.8,1,0,0,1,Inativo
5541,107,1,76.9,1,0,0,1,Inativo
5542,106,1,213.7,1,0,0,1,Inativo
5543,106,1,227.4,1,0,0,1,Inativo
5544,106,1,142.7,1,0,0,1,Inativo
5545,106,1,135.7,1,0,0,1,Inativo
5546,106,1,54.9,1,0,0,1,Inativo
5547,106,1,207.56,1,0,0,1,Inativo
5548,105,1,29.8,1,0,0,1,Inativo
5549,105,1,65.8,1,0,0,1,Inativo
5550,107,1,74.0,1,0,0,1,Inativo
5551,107,1,54.9,1,0,0,1,Inativo
5552,107,1,195.0,1,0,0,1,Inativo
5553,107,1,76.9,1,0,0,1,Inativo
5554,107,1,154.6,1,0,0,1,Inativo
5555,105,1,139.0,1,0,0,1,Inativo
5556,107,1,109.8,1,0,0,1,Inativo
5557,80,1,7.8,1,0,0,1,Inativo
5558,105,1,65.8,1,0,0,1,Inativo
5559,107,1,109.8,1,0,0,1,Inativo
5560,107,1,292.0,1,0,0,1,Inativo
5561,105,1,59.6,1,0,0,1,Inativo
5562,105,1,169.0,1,0,0,1,Inativo
5563,107,1,70.5,1,0,0,1,Inativo
5564,103,1,41.2,1,0,0,1,Inativo
5565,105,1,76.9,1,0,0,1,Inativo
5566,79,1,230.8,1,0,0,1,Inativo
5567,105,1,94.93,1,0,0,1,Inativo
5568,103,1,37.3,1,0,0,1,Inativo
5569,103,1,54.9,1,0,0,1,Inativo
5570,105,1,149.7,1,0,0,1,Inativo
5571,103,1,199.5,1,0,0,1,Inativo
5572,103,1,109.8,1,0,0,1,Inativo
5573,103,1,56.87,1,0,0,1,Inativo
5574,103,1,125.4,1,0,0,1,Inativo
5575,103,1,88.6,1,0,0,1,Inativo
5576,80,1,36.9,1,0,0,1,Inativo
5577,103,1,53.57,1,0,0,1,Inativo
5578,103,1,131.12,1,0,0,1,Inativo
5579,105,1,125.8,1,0,0,1,Inativo
5580,103,1,245.5,1,0,0,1,Inativo
5581,102,1,164.7,1,0,0,1,Inativo
5582,105,1,158.5,1,0,0,1,Inativo
5583,102,1,166.0,1,0,0,1,Inativo
5584,102,1,298.3,1,0,0,1,Inativo
5585,79,1,260.7,1,0,0,1,Inativo
5586,105,1,248.75,1,0,0,1,Inativo
5587,102,1,220.7,1,0,0,1,Inativo
5588,105,1,103.6,1,0,0,1,Inativo
5589,102,1,124.7,1,0,0,1,Inativo
5590,102,1,111.8,1,0,0,1,Inativo
5591,102,1,54.9,1,0,0,1,Inativo
5592,102,1,74.0,1,0,0,1,Inativo
5593,104,1,214.6,1,0,0,1,Inativo
5594,102,1,167.7,1,0,0,1,Inativo
5595,80,1,257.0,1,0,0,1,Inativo
5596,102,1,109.8,1,0,0,1,Inativo
5597,102,1,220.7,1,0,0,1,Inativo
5598,104,1,139.0,1,0,0,1,Inativo
5599,102,1,271.62,1,0,0,1,Inativo
5600,104,1,139.0,1,0,0,1,Inativo
5601,102,1,189.0,1,0,0,1,Inativo
5602,104,1,164.7,1,0,0,1,Inativo
5603,102,1,76.9,1,0,0,1,Inativo
5604,104,1,123.9,1,0,0,1,Inativo
5605,102,1,65.8,1,0,0,1,Inativo
5606,79,1,230.8,1,0,0,1,Inativo
5607,102,1,120.7,1,0,0,1,Inativo
5608,102,1,109.8,1,0,0,1,Inativo
5609,104,1,207.56,1,0,0,1,Inativo
5610,102,1,54.9,1,0,0,1,Inativo
5611,102,1,68.1,1,0,0,1,Inativo
5612,102,1,76.9,1,0,0,1,Inativo
5613,102,1,54.9,1,0,0,1,Inativo
5614,79,1,83.1,1,0,0,1,Inativo
5615,102,1,109.8,1,0,0,1,Inativo
5616,102,1,160.9,1,0,0,1,Inativo
