id_compra,data,mes,cliente,valor_total_da_compra
1223270701020-01,2022-04-07,4,Cliente 4937,70.5
1223270781137-01,2022-04-07,4,Cliente 4938,159.8
1223270841862-01,2022-04-07,4,Cliente 4939,750.4
1223271107571-01,2022-04-07,4,Cliente 4940,72.2
1223271306375-01,2022-04-07,4,Cliente 4880,69.9
1223271350514-01,2022-04-07,4,Cliente 4937,231.3
1223271687173-01,2022-04-07,4,Cliente 4880,123.95
1223271888189-01,2022-04-07,4,Cliente 4941,154.6
1223272271610-01,2022-04-07,4,Cliente 4942,49.9
1223272521059-01,2022-04-07,4,Cliente 4943,109.9
1223273421653-01,2022-04-07,4,Cliente 4944,127.0
1223273437908-01,2022-04-07,4,Cliente 4945,408.5
1223273485903-01,2022-04-07,4,Cliente 4946,147.6
1223411417296-01,2022-04-08,4,Cliente 3264,127.2
1223301911311-01,2022-04-07,4,Cliente 4947,197.5
1223411459635-01,2022-04-08,4,Cliente 4948,259.6
1223302001913-01,2022-04-07,4,Cliente 4949,181.7
1223411510510-01,2022-04-08,4,Cliente 4950,214.0
1223302457948-01,2022-04-07,4,Cliente 1587,119.9
1223411618342-01,2022-04-08,4,Cliente 4951,109.9
1223302687478-01,2022-04-07,4,Cliente 4952,399.8
1223411668233-01,2022-04-08,4,Cliente 3264,109.9
1223302956037-01,2022-04-07,4,Cliente 4953,109.9
1223411669980-01,2022-04-08,4,Cliente 4954,299.2
1223303256612-01,2022-04-07,4,Cliente 4885,76.9
1223411738497-01,2022-04-08,4,Cliente 4955,444.93
1223303294584-01,2022-04-07,4,Cliente 4956,133.4
1223411739682-01,2022-04-08,4,Cliente 4957,263.5
1223412118979-01,2022-04-08,4,Cliente 4958,184.7
1223310394134-01,2022-04-08,4,Cliente 3962,181.7
1223412187845-01,2022-04-08,4,Cliente 4959,156.77
1223412286099-01,2022-04-08,4,Cliente 3196,103.31
1223310795415-01,2022-04-08,4,Cliente 4538,229.8
1223412647413-01,2022-04-08,4,Cliente 4960,231.3
1223310973943-01,2022-04-08,4,Cliente 4961,431.66
1223412671147-01,2022-04-08,4,Cliente 4962,650.2
1223311171311-01,2022-04-08,4,Cliente 4963,125.8
1223412683334-01,2022-04-08,4,Cliente 4964,952.0
1223312248612-01,2022-04-07,4,Cliente 4965,165.7
1223413184539-01,2022-04-08,4,Cliente 4966,469.5
1223312652653-01,2022-04-07,4,Cliente 4967,275.6
1223413296285-01,2022-04-08,4,Cliente 4968,240.6
1223320020194-01,2022-04-08,4,Cliente 4969,218.5
1223413313496-01,2022-04-08,4,Cliente 4970,219.1
1223413585191-01,2022-04-08,4,Cliente 4971,139.8
1223321512290-01,2022-04-08,4,Cliente 4972,319.5
1223420233631-01,2022-04-08,4,Cliente 4973,69.9
1223322214353-01,2022-04-08,4,Cliente 4974,49.9
1223332124030-01,2022-04-08,4,Cliente 4975,338.9
1223333105168-01,2022-04-08,4,Cliente 4976,603.2
1223373278764-01,2022-04-08,4,Cliente 4977,204.8
1223380501738-01,2022-04-08,4,Cliente 4978,107.55
1223380543981-01,2022-04-08,4,Cliente 4979,234.7
1223420347094-01,2022-04-08,4,Cliente 4980,87.2
1223381027997-01,2022-04-08,4,Cliente 4981,205.6
1223420377707-01,2022-04-08,4,Cliente 4982,109.9
1223381257098-01,2022-04-08,4,Cliente 4983,299.6
1223420473213-01,2022-04-08,4,Cliente 156,124.8
1223420476330-01,2022-04-08,4,Cliente 4984,229.8
1223381992450-01,2022-04-08,4,Cliente 4985,119.9
1223420542572-01,2022-04-08,4,Cliente 4986,107.91
1223383051861-01,2022-04-08,4,Cliente 4987,219.6
1223420710135-01,2022-04-08,4,Cliente 4988,290.0
1223390953341-01,2022-04-08,4,Cliente 4989,229.8
1223421293399-01,2022-04-08,4,Cliente 4990,109.8
1223392128568-01,2022-04-08,4,Cliente 4991,503.55
1223421400611-01,2022-04-08,4,Cliente 4992,389.9
1223421928688-01,2022-04-08,4,Cliente 4993,174.7
1223392531880-01,2022-04-08,4,Cliente 4994,219.7
1223422245643-01,2022-04-08,4,Cliente 4995,323.55
1223422417717-01,2022-04-08,4,Cliente 4996,94.56
1223392722133-01,2022-04-08,4,Cliente 4997,125.8
1223422515861-01,2022-04-08,4,Cliente 4998,109.9
1223393027683-01,2022-04-08,4,Cliente 4999,97.9
1223422596489-01,2022-04-08,4,Cliente 5000,219.8
1223400140193-01,2022-04-08,4,Cliente 5001,87.2
1223422708082-01,2022-04-08,4,Cliente 5002,76.9
1223423148192-01,2022-04-08,4,Cliente 5003,299.7
1223400346889-01,2022-04-08,4,Cliente 5004,144.03
1223423154753-01,2022-04-08,4,Cliente 4982,109.9
1223400378923-01,2022-04-08,4,Cliente 5005,144.35
1223423282637-01,2022-04-08,4,Cliente 5006,215.7
1223400573863-01,2022-04-08,4,Cliente 5007,221.6
1223423355108-01,2022-04-08,4,Cliente 5008,225.4
1223400993714-01,2022-04-08,4,Cliente 5009,174.35
1223423390892-01,2022-04-08,4,Cliente 4982,109.9
1223423503014-01,2022-04-08,4,Cliente 5010,298.8
1223401253612-01,2022-04-08,4,Cliente 5011,183.9
1223430004906-01,2022-04-08,4,Cliente 5012,284.5
1223430042848-01,2022-04-08,4,Cliente 5013,109.9
1223430222524-01,2022-04-08,4,Cliente 5014,183.9
1223401490545-01,2022-04-08,4,Cliente 5015,95.8
1223430542808-01,2022-04-08,4,Cliente 5016,532.6
1223401539698-01,2022-04-08,4,Cliente 5017,309.5
1223430596254-01,2022-04-08,4,Cliente 5018,293.7
1223430982486-01,2022-04-08,4,Cliente 5019,149.9
1223401611223-01,2022-04-08,4,Cliente 5011,183.9
1223431060887-01,2022-04-08,4,Cliente 5020,401.1
1223403581146-01,2022-04-08,4,Cliente 5021,134.1
1223431179327-01,2022-04-08,4,Cliente 5022,27.3
1223431410526-01,2022-04-08,4,Cliente 5023,109.9
1223410001881-01,2022-04-08,4,Cliente 5024,279.7
1223431465813-01,2022-04-08,4,Cliente 5022,54.9
1223410044400-01,2022-04-08,4,Cliente 4816,122.3
1223410058977-01,2022-04-08,4,Cliente 4959,156.77
1223431507072-01,2022-04-08,4,Cliente 2654,183.9
1223410071672-01,2022-04-08,4,Cliente 5025,181.01
1223410278284-01,2022-04-08,4,Cliente 4880,109.9
1223410312658-01,2022-04-08,4,Cliente 5026,485.3
1223410781801-01,2022-04-08,4,Cliente 5027,119.9
1223410786384-01,2022-04-08,4,Cliente 5028,612.4
1223410890955-01,2022-04-08,4,Cliente 5029,286.7
1223411357034-01,2022-04-08,4,Cliente 5030,135.7
1223460640349-01,2022-04-08,4,Cliente 5031,151.34
1223431576757-01,2022-04-08,4,Cliente 5032,49.9
1223431685530-01,2022-04-08,4,Cliente 5033,183.9
1223460785045-01,2022-04-08,4,Cliente 5034,598.8
1223431753153-01,2022-04-08,4,Cliente 5035,99.8
1223461066569-01,2022-04-08,4,Cliente 5031,111.6
1223432630475-01,2022-04-08,4,Cliente 5036,85.8
1223461347773-01,2022-04-08,4,Cliente 5037,111.8
1223433192357-01,2022-04-08,4,Cliente 5038,57.7
1223433362757-01,2022-04-08,4,Cliente 5039,109.9
1223461409439-01,2022-04-08,4,Cliente 5031,115.5
1223433374346-01,2022-04-08,4,Cliente 5040,109.9
1223461515482-01,2022-04-08,4,Cliente 5041,139.8
1223440075109-01,2022-04-08,4,Cliente 5042,451.08
1223440338267-01,2022-04-08,4,Cliente 5043,333.53
1223461564884-01,2022-04-08,4,Cliente 5044,949.1
1223440463670-01,2022-04-08,4,Cliente 5045,222.0
1223461567521-01,2022-04-08,4,Cliente 1065,202.8
1223440624711-01,2022-04-08,4,Cliente 5046,173.9
1223440681403-01,2022-04-08,4,Cliente 5047,199.44
1223461599706-01,2022-04-08,4,Cliente 5048,139.8
1223440816449-01,2022-04-08,4,Cliente 5049,219.8
1223462166587-01,2022-04-08,4,Cliente 245,365.4
1223441141041-01,2022-04-08,4,Cliente 5050,199.7
1223462203792-01,2022-04-08,4,Cliente 5051,321.9
1223441263342-01,2022-04-08,4,Cliente 5052,81.6
1223441403105-01,2022-04-08,4,Cliente 5053,234.7
1223462630588-01,2022-04-08,4,Cliente 2360,329.5
1223441412156-01,2022-04-08,4,Cliente 5054,109.8
1223441745797-01,2022-04-08,4,Cliente 5055,274.7
1223462977509-01,2022-04-08,4,Cliente 5056,139.8
1223441772414-01,2022-04-08,4,Cliente 1075,149.0
1223441881222-01,2022-04-08,4,Cliente 5057,185.0
1223463556434-01,2022-04-08,4,Cliente 5058,99.9
1223441973412-01,2022-04-08,4,Cliente 5059,290.0
1223470456182-01,2022-04-08,4,Cliente 5060,32.38
1223442202472-01,2022-04-08,4,Cliente 5061,143.8
1223470553480-01,2022-04-08,4,Cliente 5062,309.5
1223442299026-01,2022-04-08,4,Cliente 5063,414.5
1223442492448-01,2022-04-08,4,Cliente 5064,72.2
1223470590236-01,2022-04-08,4,Cliente 5065,309.49
1223442581023-01,2022-04-08,4,Cliente 5066,84.09
1223442630419-01,2022-04-08,4,Cliente 5067,219.8
1223470905023-01,2022-04-08,4,Cliente 5068,169.7
1223442866922-01,2022-04-08,4,Cliente 5069,69.9
1223470991477-01,2022-04-08,4,Cliente 5070,129.3
1223443025054-01,2022-04-08,4,Cliente 5071,261.0
1223443310300-01,2022-04-08,4,Cliente 5072,419.4
1223471063936-01,2022-04-08,4,Cliente 5073,189.0
1223450122771-01,2022-04-08,4,Cliente 815,380.9
1223471211725-01,2022-04-08,4,Cliente 5074,199.7
1223451054097-01,2022-04-08,4,Cliente 5075,494.1
1223471587461-01,2022-04-08,4,Cliente 4818,329.7
1223451086663-01,2022-04-08,4,Cliente 5076,91.91
1223451194412-01,2022-04-08,4,Cliente 5077,278.5
1223471768229-01,2022-04-08,4,Cliente 5078,878.7
1223451249147-01,2022-04-08,4,Cliente 4715,179.8
1223451582940-01,2022-04-08,4,Cliente 5079,144.03
1223471990095-01,2022-04-08,4,Cliente 5080,109.9
1223451931136-01,2022-04-08,4,Cliente 5081,233.6
1223472275235-01,2022-04-08,4,Cliente 5082,139.8
1223452210731-01,2022-04-08,4,Cliente 5083,120.4
1223472322064-01,2022-04-08,4,Cliente 5084,339.5
1223452404902-01,2022-04-08,4,Cliente 5085,109.9
1223472539661-01,2022-04-08,4,Cliente 5086,388.04
1223452568972-01,2022-04-08,4,Cliente 5087,161.6
1223472544456-01,2022-04-08,4,Cliente 681,180.55
1223452891994-01,2022-04-08,4,Cliente 5088,109.9
1223453028395-01,2022-04-08,4,Cliente 5089,69.9
1223472571706-01,2022-04-08,4,Cliente 5090,339.7
1223453391286-01,2022-04-08,4,Cliente 5091,265.9
1223472915439-01,2022-04-08,4,Cliente 5092,97.2
1223453394092-01,2022-04-08,4,Cliente 5093,133.3
1223460024916-01,2022-04-08,4,Cliente 5094,459.3
1223473048069-01,2022-04-08,4,Cliente 5095,109.9
1223460118673-01,2022-04-08,4,Cliente 5096,219.8
1223473281272-01,2022-04-08,4,Cliente 5097,127.2
1223460238787-01,2022-04-08,4,Cliente 5098,139.8
1223473399384-01,2022-04-08,4,Cliente 5099,90.12
1223460249020-01,2022-04-08,4,Cliente 1350,179.8
1223473585401-01,2022-04-08,4,Cliente 5100,290.0
1223460280416-01,2022-04-08,4,Cliente 5101,279.7
1223460324692-01,2022-04-08,4,Cliente 5102,125.35
1223473590990-01,2022-04-08,4,Cliente 5103,229.8
1223460407363-01,2022-04-08,4,Cliente 5104,109.9
1223480027644-01,2022-04-08,4,Cliente 5105,761.8
1223480267265-01,2022-04-08,4,Cliente 5106,54.9
1223480473826-01,2022-04-08,4,Cliente 5107,139.8
1223480482709-01,2022-04-08,4,Cliente 5108,721.1
1223480570808-01,2022-04-08,4,Cliente 5109,157.1
1223480573402-01,2022-04-08,4,Cliente 5110,575.28
1223480719032-01,2022-04-08,4,Cliente 2148,246.6
1223481116197-01,2022-04-08,4,Cliente 5111,109.9
1223481274123-01,2022-04-08,4,Cliente 5112,719.1
1223481298510-01,2022-04-08,4,Cliente 5113,172.7
1223481374334-01,2022-04-08,4,Cliente 2646,213.9
1223481447925-01,2022-04-08,4,Cliente 5114,109.8
1223481675670-01,2022-04-08,4,Cliente 5115,239.7
1223481920355-01,2022-04-08,4,Cliente 4818,329.7
1223481940696-01,2022-04-08,4,Cliente 5116,66.4
1217191906901-01,2022-03-13,3,Cliente 5117,139.8
1216710201072-01,2022-03-11,3,Cliente 5118,220.7
1216711163894-01,2022-03-11,3,Cliente 132,83.1
1216712032222-01,2022-03-11,3,Cliente 5119,185.8
1216713205243-01,2022-03-11,3,Cliente 5120,127.2
1217202448125-01,2022-03-13,3,Cliente 5121,204.7
1217202702220-01,2022-03-13,3,Cliente 5122,211.7
1217211240612-01,2022-03-13,3,Cliente 5123,156.7
1217212642991-01,2022-03-13,3,Cliente 5124,164.7
1216720801677-01,2022-03-11,3,Cliente 5125,580.9
1217230823649-01,2022-03-13,3,Cliente 5126,119.9
1216720868301-01,2022-03-11,3,Cliente 85,163.78
1216730964921-01,2022-03-11,3,Cliente 5127,221.6
1216731872498-01,2022-03-11,3,Cliente 5128,262.6
1217240105232-01,2022-03-13,3,Cliente 5129,141.0
1216732758971-01,2022-03-11,3,Cliente 5130,153.0
1216733194696-01,2022-03-11,3,Cliente 2448,399.6
1216742282509-01,2022-03-11,3,Cliente 1303,190.6
1216743007976-01,2022-03-11,3,Cliente 5131,466.5
1216750251434-01,2022-03-11,3,Cliente 5132,189.0
1216761081594-01,2022-03-11,3,Cliente 5133,219.8
1216781442365-01,2022-03-11,3,Cliente 5134,77.23
1216781858870-01,2022-03-11,3,Cliente 5135,191.5
1216790430779-01,2022-03-11,3,Cliente 5136,219.8
1216790515605-01,2022-03-11,3,Cliente 875,122.1
1216823010169-01,2022-03-11,3,Cliente 5137,219.6
1216831543131-01,2022-03-12,3,Cliente 5138,146.0
1216831932589-01,2022-03-11,3,Cliente 5139,184.0
1216832826615-01,2022-03-11,3,Cliente 5140,272.7
1217240314681-01,2022-03-13,3,Cliente 5141,112.6
1217240623914-01,2022-03-13,3,Cliente 5142,127.1
1216902706123-01,2022-03-12,3,Cliente 5143,94.2
1217240936732-01,2022-03-13,3,Cliente 5144,181.3
1216940924718-01,2022-03-12,3,Cliente 5145,189.0
1217241712379-01,2022-03-13,3,Cliente 5146,449.5
1216942664633-01,2022-03-12,3,Cliente 5147,121.8
1216960811022-01,2022-03-12,3,Cliente 5148,139.0
1216973055489-01,2022-03-12,3,Cliente 5149,359.4
1216981143490-01,2022-03-12,3,Cliente 5150,689.1
1216981531964-01,2022-03-12,3,Cliente 5151,247.4
1216982954408-01,2022-03-12,3,Cliente 1150,213.6
1216990085887-01,2022-03-12,3,Cliente 5152,329.4
1216990184967-01,2022-03-12,3,Cliente 5153,156.3
1217000396953-01,2022-03-12,3,Cliente 5154,333.6
1217002943002-01,2022-03-12,3,Cliente 5155,189.0
1217003441964-01,2022-03-12,3,Cliente 5156,119.9
1217011798607-01,2022-03-12,3,Cliente 5157,261.7
1217020259173-01,2022-03-12,3,Cliente 5158,325.2
1217021502141-01,2022-03-12,3,Cliente 5159,440.3
1217242289900-01,2022-03-13,3,Cliente 5146,299.8
1217022047479-01,2022-03-12,3,Cliente 5160,258.8
1217242400038-01,2022-03-13,3,Cliente 5161,238.4
1217022885741-01,2022-03-12,3,Cliente 219,341.6
1217023379920-01,2022-03-12,3,Cliente 5162,97.8
1217242713023-01,2022-03-13,3,Cliente 5163,199.8
1217023433726-01,2022-03-12,3,Cliente 4490,150.63
1217242839959-01,2022-03-13,3,Cliente 5146,447.4
1217032572211-01,2022-03-12,3,Cliente 5164,469.8
1217032928571-01,2022-03-12,3,Cliente 5165,139.0
1217040775343-01,2022-03-12,3,Cliente 5166,109.8
1217093064260-01,2022-03-13,3,Cliente 5167,299.7
1217171129233-01,2022-03-13,3,Cliente 5168,203.9
1217180513253-01,2022-03-13,3,Cliente 5169,356.1
1217243310936-01,2022-03-13,3,Cliente 5170,80.8
1217243389038-01,2022-03-13,3,Cliente 5146,297.7
1217250216515-01,2022-03-13,3,Cliente 5171,169.0
1217260184495-01,2022-03-13,3,Cliente 5172,119.32
1217262908868-01,2022-03-13,3,Cliente 5173,114.5
1217181396723-01,2022-03-13,3,Cliente 5174,199.8
1217183281095-01,2022-03-13,3,Cliente 5154,619.4
1217263470523-01,2022-03-13,3,Cliente 5175,76.9
1217270094933-01,2022-03-13,3,Cliente 5176,599.0
1217272812114-01,2022-03-13,3,Cliente 5177,95.4
1217290417095-01,2022-03-13,3,Cliente 3271,224.3
1217290718335-01,2022-03-13,3,Cliente 5178,219.6
1217291845171-01,2022-03-13,3,Cliente 5179,183.8
1217343231167-01,2022-03-14,3,Cliente 5180,109.9
1217390389362-01,2022-03-14,3,Cliente 5181,175.7
1217392439023-01,2022-03-14,3,Cliente 5182,220.7
1217393199912-01,2022-03-14,3,Cliente 5183,194.3
1217393513166-01,2022-03-14,3,Cliente 5184,149.0
1217402387822-01,2022-03-14,3,Cliente 73,189.0
1217402675970-01,2022-03-14,3,Cliente 73,189.0
1217411813854-01,2022-03-14,3,Cliente 5185,180.4
1217412953669-01,2022-03-14,3,Cliente 5186,183.8
1217413089974-01,2022-03-14,3,Cliente 5187,83.1
1217413335680-01,2022-03-14,3,Cliente 5187,77.5
1217420013307-01,2022-03-14,3,Cliente 5188,195.8
1217420673068-01,2022-03-14,3,Cliente 78,25.9
1217421679766-01,2022-03-14,3,Cliente 5189,202.8
1217423042563-01,2022-03-14,3,Cliente 5190,329.0
1217423070038-01,2022-03-14,3,Cliente 5191,164.7
1217423097729-01,2022-03-14,3,Cliente 23,43.92
1217423201279-01,2022-03-14,3,Cliente 5192,54.9
1217423282230-01,2022-03-14,3,Cliente 78,163.78
1217430554573-01,2022-03-14,3,Cliente 5193,131.6
1217431251142-01,2022-03-14,3,Cliente 85,163.78
1217432900638-01,2022-03-14,3,Cliente 5194,125.8
1217433213733-01,2022-03-14,3,Cliente 2235,76.9
1217440858004-01,2022-03-14,3,Cliente 5195,163.78
1223512882701-01,2022-04-08,4,Cliente 5196,156.45
1223513158028-01,2022-04-08,4,Cliente 5197,188.8
1223513291952-01,2022-04-08,4,Cliente 5198,49.9
1223520015509-01,2022-04-08,4,Cliente 5199,164.7
1223520411128-01,2022-04-08,4,Cliente 5200,134.47
1223520631786-01,2022-04-08,4,Cliente 5201,659.4
1223520990193-01,2022-04-08,4,Cliente 4605,191.6
1223521041418-01,2022-04-08,4,Cliente 5202,119.3
1223521539662-01,2022-04-08,4,Cliente 5203,69.9
1223522664654-01,2022-04-08,4,Cliente 5204,189.0
1223522751258-01,2022-04-08,4,Cliente 5205,142.8
1223523189137-01,2022-04-08,4,Cliente 5206,266.3
1223523571434-01,2022-04-08,4,Cliente 5207,164.8
1223530041309-01,2022-04-08,4,Cliente 5208,109.9
1223530395419-01,2022-04-08,4,Cliente 3927,340.67
1223530543887-01,2022-04-08,4,Cliente 5209,209.7
1223531873940-01,2022-04-08,4,Cliente 5210,170.7
1223531968507-01,2022-04-08,4,Cliente 5211,117.2
1223532532166-01,2022-04-08,4,Cliente 3880,193.9
1223532659602-01,2022-04-08,4,Cliente 5212,264.5
1223533456770-01,2022-04-08,4,Cliente 5213,195.9
1223540226700-01,2022-04-08,4,Cliente 5214,219.8
1223540431342-01,2022-04-08,4,Cliente 5215,107.81
1223540944792-01,2022-04-08,4,Cliente 5216,109.9
1223540987468-01,2022-04-08,4,Cliente 5217,199.8
1223541327939-01,2022-04-08,4,Cliente 5218,191.48
1223541603303-01,2022-04-08,4,Cliente 5219,69.9
1223541613702-01,2022-04-08,4,Cliente 5216,109.9
1223542412638-01,2022-04-08,4,Cliente 5220,329.7
1223550799560-01,2022-04-09,4,Cliente 5221,164.39
1223550817336-01,2022-04-09,4,Cliente 5222,199.8
1223551793711-01,2022-04-09,4,Cliente 5223,164.39
1223551879849-01,2022-04-08,4,Cliente 5224,675.2
1223551962891-01,2022-04-08,4,Cliente 5225,229.8
1223552535653-01,2022-04-08,4,Cliente 5226,189.7
1223552792275-01,2022-04-08,4,Cliente 5227,139.0
1223552875961-01,2022-04-08,4,Cliente 5228,481.58
1223553031634-01,2022-04-08,4,Cliente 5229,69.9
1223562002901-01,2022-04-09,4,Cliente 5223,164.39
1223562429521-01,2022-04-09,4,Cliente 5230,191.6
1223562559794-01,2022-04-09,4,Cliente 5231,164.7
1223581012379-01,2022-04-09,4,Cliente 5232,69.9
1223592947991-01,2022-04-09,4,Cliente 5233,63.75
1223611700477-01,2022-04-09,4,Cliente 5234,229.8
1223621690116-01,2022-04-09,4,Cliente 5235,109.9
1223622558814-01,2022-04-09,4,Cliente 5236,95.8
1223630794577-01,2022-04-09,4,Cliente 4807,199.8
1223631627753-01,2022-04-09,4,Cliente 5237,120.6
1223632975330-01,2022-04-09,4,Cliente 5238,329.7
1223633018387-01,2022-04-09,4,Cliente 5239,127.2
1223481986367-01,2022-04-08,4,Cliente 5240,468.6
1223482287348-01,2022-04-08,4,Cliente 5241,296.73
1223482325361-01,2022-04-08,4,Cliente 4651,622.97
1223482469767-01,2022-04-08,4,Cliente 4818,183.9
1223482681173-01,2022-04-08,4,Cliente 5242,241.4
1223482717464-01,2022-04-08,4,Cliente 5243,103.8
1223482723783-01,2022-04-08,4,Cliente 4818,183.9
1223482865673-01,2022-04-08,4,Cliente 5244,51.8
1223482986392-01,2022-04-08,4,Cliente 5245,259.7
1223483333997-01,2022-04-08,4,Cliente 5246,156.8
1223483346857-01,2022-04-08,4,Cliente 5247,176.26
1223490194583-01,2022-04-08,4,Cliente 5248,69.9
1223490352958-01,2022-04-08,4,Cliente 5249,49.9
1223490474881-01,2022-04-08,4,Cliente 5250,44.27
1223490858190-01,2022-04-08,4,Cliente 5251,429.6
1223491024509-01,2022-04-08,4,Cliente 5252,148.23
1223491175128-01,2022-04-08,4,Cliente 5253,23.4
1223491591118-01,2022-04-08,4,Cliente 5254,361.5
1223491779052-01,2022-04-08,4,Cliente 5254,69.9
1223491926308-01,2022-04-08,4,Cliente 5255,139.8
1223491976798-01,2022-04-08,4,Cliente 5256,69.9
1223491993164-01,2022-04-08,4,Cliente 2281,274.6
1223492113373-01,2022-04-08,4,Cliente 5257,69.9
1223492284751-01,2022-04-08,4,Cliente 2459,192.62
1223492406930-01,2022-04-08,4,Cliente 5257,69.9
1223492493563-01,2022-04-08,4,Cliente 2281,321.5
1223492879686-01,2022-04-08,4,Cliente 5258,209.7
1223493363834-01,2022-04-08,4,Cliente 5259,109.9
1223493393033-01,2022-04-08,4,Cliente 5260,325.8
1223493407337-01,2022-04-08,4,Cliente 5261,69.9
1223493579024-01,2022-04-08,4,Cliente 5262,255.1
1223500265200-01,2022-04-08,4,Cliente 5263,271.5
1223500550038-01,2022-04-08,4,Cliente 3679,139.8
1223500737772-01,2022-04-08,4,Cliente 3679,180.81
1223501153169-01,2022-04-08,4,Cliente 5264,279.7
1223502432795-01,2022-04-08,4,Cliente 5265,109.9
1223502901903-01,2022-04-08,4,Cliente 5266,359.6
1223503285509-01,2022-04-08,4,Cliente 5267,132.6
1223510427839-01,2022-04-08,4,Cliente 5268,242.9
1223510705699-01,2022-04-08,4,Cliente 5269,254.7
1223511290269-01,2022-04-08,4,Cliente 5270,286.7
1223511612235-01,2022-04-08,4,Cliente 5271,355.5
1223512172296-01,2022-04-08,4,Cliente 5272,478.2
1223512356240-01,2022-04-08,4,Cliente 4059,84.37
1223512423486-01,2022-04-08,4,Cliente 5273,243.6
1223512563952-01,2022-04-08,4,Cliente 5274,49.9
1223512743721-01,2022-04-08,4,Cliente 4059,109.9
1223512753102-01,2022-04-08,4,Cliente 5275,109.8
1223512819830-01,2022-04-08,4,Cliente 5276,216.6
1223512878744-01,2022-04-08,4,Cliente 4059,109.9
1223633257996-01,2022-04-09,4,Cliente 5277,466.5
1223681464898-01,2022-04-09,4,Cliente 5278,183.8
1223633540748-01,2022-04-09,4,Cliente 5279,147.79
1223681547414-01,2022-04-09,4,Cliente 5280,109.8
1223641186355-01,2022-04-09,4,Cliente 5281,184.2
1223681616691-01,2022-04-09,4,Cliente 5282,189.0
1223641863304-01,2022-04-09,4,Cliente 5283,256.7
1223643360844-01,2022-04-09,4,Cliente 5058,49.9
1223650251397-01,2022-04-09,4,Cliente 5284,213.9
1223681659628-01,2022-04-09,4,Cliente 5285,91.4
1223650359958-01,2022-04-09,4,Cliente 5286,135.8
1223681683750-01,2022-04-09,4,Cliente 4828,161.64
1223650878995-01,2022-04-09,4,Cliente 5287,294.6
1223681845120-01,2022-04-09,4,Cliente 5288,164.8
1223651239144-01,2022-04-09,4,Cliente 5289,219.7
1223681888342-01,2022-04-09,4,Cliente 5290,69.9
1223651404705-01,2022-04-09,4,Cliente 5291,219.6
1223681966130-01,2022-04-09,4,Cliente 5292,181.5
1223651575187-01,2022-04-09,4,Cliente 5293,99.33
1223652207815-01,2022-04-09,4,Cliente 5294,539.4
1223682004943-01,2022-04-09,4,Cliente 5295,229.8
1223652271012-01,2022-04-09,4,Cliente 5296,119.8
1223682209893-01,2022-04-09,4,Cliente 5297,59.7
1223653031555-01,2022-04-09,4,Cliente 5298,187.35
1223682262039-01,2022-04-09,4,Cliente 5239,189.0
1223653074608-01,2022-04-09,4,Cliente 5299,104.8
1223653286698-01,2022-04-09,4,Cliente 5298,187.35
1223682886085-01,2022-04-09,4,Cliente 3858,189.0
1223683157408-01,2022-04-09,4,Cliente 5300,109.9
1223653393296-01,2022-04-09,4,Cliente 5301,449.6
1223660011509-01,2022-04-09,4,Cliente 255,102.07
1223690186532-01,2022-04-09,4,Cliente 5302,69.9
1223660641772-01,2022-04-09,4,Cliente 5303,329.7
1223660825160-01,2022-04-09,4,Cliente 5304,231.56
1223690239347-01,2022-04-09,4,Cliente 5305,279.7
1223690928274-01,2022-04-09,4,Cliente 5306,189.0
1223661233831-01,2022-04-09,4,Cliente 5307,1365.3
1223691241088-01,2022-04-09,4,Cliente 5308,478.6
1223661325141-01,2022-04-09,4,Cliente 5309,139.8
1223691320396-01,2022-04-09,4,Cliente 5310,300.7
1223661739716-01,2022-04-09,4,Cliente 5311,349.7
1223691745986-01,2022-04-09,4,Cliente 5312,254.75
1223662037572-01,2022-04-09,4,Cliente 5313,109.9
1223692348377-01,2022-04-09,4,Cliente 5314,199.6
1223662165379-01,2022-04-09,4,Cliente 5293,109.9
1223692486643-01,2022-04-09,4,Cliente 5315,297.5
1223662342821-01,2022-04-09,4,Cliente 5316,185.4
1223692616129-01,2022-04-09,4,Cliente 5317,109.9
1223662876347-01,2022-04-09,4,Cliente 5318,109.9
1223663200152-01,2022-04-09,4,Cliente 5319,305.7
1223693212878-01,2022-04-09,4,Cliente 5320,384.9
1223663294335-01,2022-04-09,4,Cliente 5321,383.2
1223693277649-01,2022-04-09,4,Cliente 5322,191.7
1223670260007-01,2022-04-09,4,Cliente 5323,109.9
1223701227419-01,2022-04-09,4,Cliente 4267,203.7
1223670313748-01,2022-04-09,4,Cliente 5324,389.4
1223670424655-01,2022-04-09,4,Cliente 5325,459.09
1223670473256-01,2022-04-09,4,Cliente 5326,139.57
1223701288465-01,2022-04-09,4,Cliente 4816,132.56
1223670516172-01,2022-04-09,4,Cliente 5327,219.6
1223670885856-01,2022-04-09,4,Cliente 5328,220.7
1223671160452-01,2022-04-09,4,Cliente 5329,663.9
1223701559198-01,2022-04-09,4,Cliente 5330,398.6
1223671313666-01,2022-04-09,4,Cliente 5331,188.6
1223671444787-01,2022-04-09,4,Cliente 5332,309.7
1223702127567-01,2022-04-09,4,Cliente 5333,199.8
1223671493068-01,2022-04-09,4,Cliente 5334,139.8
1223702264068-01,2022-04-09,4,Cliente 5335,199.96
1223671493490-01,2022-04-09,4,Cliente 5297,207.2
